,time(s),pressure_1(bar),main_pressure(bar),venturi_pressure_1(bar),venturi_pressure_2(bar),venturi_pressure_3(bar),venturi_pressure_4(bar),venturi_pressure_5(bar),pump_speed(rpm),water_temp(c),reserved,outlet_flowrate(lpm),inlet_flowrate(lpm),test_case,test_case_iter,nozzle_len(mm),nozzle_dia(mm),venturi_dist(mm)
65961,142.6,-0.18,1.82,1.88,-0.0,0.04,0.06,0.16,1223.25,30.2,0.0,767.76,-2.91,13.0,3.0,12.0,20.0,30.0
65962,142.7,-0.18,1.88,1.92,0.06,0.08,0.04,0.13,1209.39,30.21,0.0,768.15,-2.85,13.0,3.0,12.0,20.0,30.0
65963,142.8,-0.16,1.89,1.96,0.07,0.05,-0.02,0.08,1197.08,30.2,0.0,768.79,-2.32,13.0,3.0,12.0,20.0,30.0
65964,142.9,-0.16,1.97,1.88,0.0,0.03,0.04,0.13,1191.34,30.2,0.0,769.28,-2.11,13.0,3.0,12.0,20.0,30.0
65965,143.0,-0.19,1.83,1.91,0.07,0.09,0.08,0.09,1170.65,30.19,0.0,768.29,-2.5,13.0,3.0,12.0,20.0,30.0
65966,143.1,-0.16,2.02,1.95,0.06,0.05,0.04,0.06,1188.13,30.2,0.0,768.42,-2.89,13.0,3.0,12.0,20.0,30.0
65967,143.2,-0.14,2.04,1.88,-0.01,0.05,0.05,0.13,1191.1,30.21,0.0,765.88,-2.82,13.0,3.0,12.0,20.0,30.0
65968,143.3,-0.21,1.85,1.91,0.06,0.07,0.08,0.09,1172.24,30.23,0.0,767.24,-2.28,13.0,3.0,12.0,20.0,30.0
65969,143.4,-0.17,1.76,1.95,0.07,0.05,-0.04,0.06,1186.97,30.22,0.0,767.63,-2.28,13.0,3.0,12.0,20.0,30.0
65970,143.5,-0.1,2.13,1.9,0.01,0.03,0.02,0.12,1190.45,30.2,0.0,767.74,-2.67,13.0,3.0,12.0,20.0,30.0
65971,143.6,-0.22,1.78,1.92,0.07,0.09,0.06,0.06,1170.46,30.19,0.0,767.15,-2.81,13.0,3.0,12.0,20.0,30.0
65972,143.7,-0.16,1.78,1.96,0.05,0.04,-0.02,0.06,1187.96,30.22,0.0,766.72,-2.32,13.0,3.0,12.0,20.0,30.0
65973,143.8,-0.11,2.08,1.88,-0.0,0.04,-0.01,0.11,1191.44,30.23,0.0,765.9,-2.24,13.0,3.0,12.0,20.0,30.0
65974,143.9,-0.22,1.91,1.93,0.07,0.08,0.05,0.1,1172.01,30.22,0.0,767.09,-2.63,13.0,3.0,12.0,20.0,30.0
65975,144.0,-0.18,1.77,1.94,0.07,0.04,-0.03,0.07,1185.42,30.24,0.0,766.66,-2.87,13.0,3.0,12.0,20.0,30.0
65976,144.1,-0.1,1.94,1.9,-0.0,0.03,0.0,0.1,1190.58,30.22,0.0,766.22,-2.58,13.0,3.0,12.0,20.0,30.0
65977,144.2,-0.23,1.89,1.91,0.08,0.08,0.08,0.09,1194.3,30.23,0.0,765.58,-2.2,13.0,3.0,12.0,20.0,30.0
65978,144.3,-0.18,1.84,1.94,0.06,0.04,0.01,0.05,1213.0,30.23,0.0,766.38,-2.28,13.0,3.0,12.0,20.0,30.0
65979,144.4,-0.1,1.94,1.87,0.01,0.03,0.07,0.13,1202.39,30.25,0.0,765.67,-2.75,13.0,3.0,12.0,20.0,30.0
65980,144.5,-0.23,1.93,1.91,0.06,0.08,0.09,0.11,1197.57,30.24,0.0,766.02,-3.09,13.0,3.0,12.0,20.0,30.0
65981,144.6,-0.19,2.03,1.93,0.06,0.04,-0.04,0.06,1208.13,30.25,0.0,765.73,-2.56,13.0,3.0,12.0,20.0,30.0
65982,144.7,-0.13,1.83,1.88,0.01,0.05,0.05,0.09,1202.7,30.22,0.0,764.79,-2.39,13.0,3.0,12.0,20.0,30.0
65983,144.8,-0.24,1.91,1.93,0.07,0.08,0.08,0.08,1194.32,30.2,0.0,765.66,-2.35,13.0,3.0,12.0,20.0,30.0
65984,144.9,-0.17,2.06,1.94,0.04,0.04,0.02,0.08,1213.64,30.19,0.0,765.45,-2.89,13.0,3.0,12.0,20.0,30.0
65985,145.0,-0.11,1.85,1.89,0.01,0.05,0.01,0.15,1203.69,30.23,0.0,765.42,-2.63,13.0,3.0,12.0,20.0,30.0
65986,145.1,-0.22,1.9,1.91,0.07,0.09,0.05,0.08,1197.24,30.19,0.0,766.09,-2.56,13.0,3.0,12.0,20.0,30.0
65987,145.2,-0.18,2.14,1.94,0.06,0.03,-0.01,0.06,1213.17,30.21,0.0,766.71,-2.16,13.0,3.0,12.0,20.0,30.0
65988,145.3,-0.12,1.74,1.88,0.01,0.04,0.04,0.14,1204.13,30.2,0.0,767.41,-2.68,13.0,3.0,12.0,20.0,30.0
65989,145.4,-0.22,1.89,1.94,0.08,0.09,0.07,0.05,1197.23,30.21,0.0,766.35,-2.8,13.0,3.0,12.0,20.0,30.0
65990,145.5,-0.19,2.21,1.94,0.04,0.05,-0.01,0.04,1213.05,30.22,0.0,766.7,-2.56,13.0,3.0,12.0,20.0,30.0
65991,145.6,-0.11,1.83,1.88,0.03,0.06,-0.01,0.13,1204.32,30.23,0.0,765.68,-2.24,13.0,3.0,12.0,20.0,30.0
65992,145.7,-0.23,1.88,1.93,0.08,0.08,0.05,0.09,1196.83,30.22,0.0,767.57,-2.5,13.0,3.0,12.0,20.0,30.0
65993,145.8,-0.2,1.94,1.94,0.05,0.04,0.01,0.05,1212.83,30.23,0.0,767.54,-2.79,13.0,3.0,12.0,20.0,30.0
65994,145.9,-0.1,1.78,1.87,0.01,0.05,0.06,0.11,1203.7,30.22,0.0,767.55,-2.69,13.0,3.0,12.0,20.0,30.0
65995,146.0,-0.25,1.9,1.94,0.08,0.1,0.05,0.06,1192.82,30.23,0.0,767.65,-2.41,13.0,3.0,12.0,20.0,30.0
65996,146.1,-0.22,1.93,1.94,0.04,0.03,-0.03,0.05,1213.11,30.22,0.0,767.78,-2.23,13.0,3.0,12.0,20.0,30.0
65997,146.2,-0.1,1.89,1.88,0.01,0.04,0.07,0.1,1202.76,30.23,0.0,768.38,-2.39,13.0,3.0,12.0,20.0,30.0
65998,146.3,-0.24,1.96,1.93,0.07,0.09,0.09,0.09,1197.19,30.23,0.0,768.17,-2.99,13.0,3.0,12.0,20.0,30.0
65999,146.4,-0.23,1.74,1.93,0.04,0.04,-0.04,0.07,1208.0,30.25,0.0,769.5,-2.53,13.0,3.0,12.0,20.0,30.0
66000,146.5,-0.1,1.95,1.89,0.01,0.04,0.04,0.11,1203.01,30.23,0.0,768.59,-2.4,13.0,3.0,12.0,20.0,30.0
66001,146.6,-0.25,1.93,1.94,0.1,0.08,0.03,0.07,1192.63,30.21,0.0,768.84,-2.27,13.0,3.0,12.0,20.0,30.0
66002,146.7,-0.23,1.9,1.94,0.03,0.03,-0.01,0.07,1213.48,30.25,0.0,768.4,-2.82,13.0,3.0,12.0,20.0,30.0
66003,146.8,-0.11,1.92,1.88,0.01,0.04,0.06,0.08,1198.85,30.26,0.0,769.53,-2.85,13.0,3.0,12.0,20.0,30.0
66004,146.9,-0.26,1.88,1.92,0.08,0.08,0.06,0.08,1195.48,30.26,0.0,768.68,-2.51,13.0,3.0,12.0,20.0,30.0
66005,147.0,-0.23,1.83,1.94,0.04,0.02,-0.01,0.06,1207.26,30.24,0.0,769.56,-2.12,13.0,3.0,12.0,20.0,30.0
66006,147.1,-0.1,1.88,1.88,0.03,0.05,-0.03,0.11,1201.09,30.23,0.0,769.1,-2.46,13.0,3.0,12.0,20.0,30.0
66007,147.2,-0.26,2.06,1.92,0.09,0.08,-0.01,0.08,1193.37,30.23,0.0,769.2,-2.85,13.0,3.0,12.0,20.0,30.0
66008,147.3,-0.23,1.89,1.93,0.03,0.03,0.0,0.1,1210.65,30.25,0.0,769.37,-2.81,13.0,3.0,12.0,20.0,30.0
66009,147.4,-0.1,1.88,1.89,0.01,0.05,0.05,0.13,1199.71,30.29,0.0,769.75,-2.41,13.0,3.0,12.0,20.0,30.0
66010,147.5,-0.26,1.97,1.94,0.08,0.08,0.07,0.08,1195.35,30.27,0.0,769.75,-2.2,13.0,3.0,12.0,20.0,30.0
66011,147.6,-0.22,2.03,1.93,0.04,0.02,-0.0,0.05,1206.92,30.25,0.0,769.64,-2.54,13.0,3.0,12.0,20.0,30.0
66012,147.7,-0.1,1.81,1.87,0.02,0.05,0.08,0.13,1197.91,30.25,0.0,769.97,-2.7,13.0,3.0,12.0,20.0,30.0
66013,147.8,-0.26,1.83,1.95,0.08,0.09,0.03,0.09,1192.15,30.25,0.0,769.24,-2.71,13.0,3.0,12.0,20.0,30.0
66014,147.9,-0.23,2.12,1.92,0.03,0.03,-0.03,0.1,1207.49,30.27,0.0,770.1,-2.29,13.0,3.0,12.0,20.0,30.0
66015,148.0,-0.11,1.67,1.88,0.01,0.06,0.1,0.16,1201.33,30.28,0.0,770.13,-2.38,13.0,3.0,12.0,20.0,30.0
66016,148.1,-0.26,2.06,1.95,0.08,0.08,0.04,0.06,1193.19,30.26,0.0,770.36,-2.63,13.0,3.0,12.0,20.0,30.0
66017,148.2,-0.23,2.08,1.91,0.03,0.04,-0.04,0.09,1207.5,30.28,0.0,770.56,-2.68,13.0,3.0,12.0,20.0,30.0
66018,148.3,-0.12,1.61,1.9,0.02,0.07,0.05,0.16,1198.64,30.28,0.0,769.54,-2.29,13.0,3.0,12.0,20.0,30.0
66019,148.4,-0.24,2.03,1.94,0.08,0.09,0.04,0.07,1193.62,30.29,0.0,770.06,-2.17,13.0,3.0,12.0,20.0,30.0
66020,148.5,-0.21,2.05,1.93,0.02,0.02,-0.0,0.05,1214.49,30.28,0.0,769.27,-2.49,13.0,3.0,12.0,20.0,30.0
66021,148.6,-0.14,1.6,1.88,0.03,0.06,0.05,0.1,1215.06,30.3,0.0,770.55,-2.78,13.0,3.0,12.0,20.0,30.0
66022,148.7,-0.22,2.0,1.92,0.08,0.09,0.04,0.07,1204.53,30.28,0.0,770.64,-2.6,13.0,3.0,12.0,20.0,30.0
66023,148.8,-0.22,2.0,1.94,0.03,0.02,0.03,0.06,1221.69,30.29,0.0,771.59,-2.16,13.0,3.0,12.0,20.0,30.0
66024,148.9,-0.16,1.61,1.87,0.02,0.06,0.05,0.12,1210.93,30.28,0.0,769.52,-2.08,13.0,3.0,12.0,20.0,30.0
66025,149.0,-0.2,1.98,1.93,0.08,0.08,0.02,0.11,1203.64,30.32,0.0,770.52,-2.8,13.0,3.0,12.0,20.0,30.0
66026,149.1,-0.22,1.78,1.94,0.03,0.03,-0.01,0.1,1219.57,30.3,0.0,770.54,-2.8,13.0,3.0,12.0,20.0,30.0
66027,149.2,-0.15,1.75,1.87,0.02,0.06,0.05,0.1,1212.29,30.32,0.0,770.78,-2.48,13.0,3.0,12.0,20.0,30.0
66028,149.3,-0.19,2.03,1.93,0.08,0.08,0.03,0.06,1207.15,30.28,0.0,770.16,-2.35,13.0,3.0,12.0,20.0,30.0
66029,149.4,-0.19,1.71,1.92,0.02,0.02,0.0,0.13,1219.98,30.27,0.0,770.59,-2.17,13.0,3.0,12.0,20.0,30.0
66030,149.5,-0.17,1.87,1.88,0.02,0.07,0.09,0.14,1212.83,30.23,0.0,770.82,-2.96,13.0,3.0,12.0,20.0,30.0
66031,149.6,-0.19,2.12,1.94,0.09,0.08,0.04,0.09,1203.56,30.24,0.0,770.69,-2.65,13.0,3.0,12.0,20.0,30.0
66032,149.7,-0.19,1.76,1.94,0.02,0.03,-0.02,0.08,1219.79,30.21,0.0,769.96,-2.31,13.0,3.0,12.0,20.0,30.0
66033,149.8,-0.17,2.02,1.87,0.02,0.07,0.06,0.11,1211.34,30.21,0.0,770.71,-2.13,13.0,3.0,12.0,20.0,30.0
66034,149.9,-0.19,2.03,1.96,0.08,0.08,0.0,0.06,1204.56,30.2,0.0,771.84,-2.74,13.0,3.0,12.0,20.0,30.0
66035,150.0,-0.18,1.76,1.93,0.02,0.02,0.01,0.1,1222.03,30.22,0.0,771.75,-2.85,13.0,3.0,12.0,20.0,30.0
66036,150.1,-0.16,2.08,1.89,0.02,0.06,0.08,0.15,1211.07,30.23,0.0,770.79,-2.62,13.0,3.0,12.0,20.0,30.0
66037,150.2,-0.19,2.05,1.93,0.08,0.07,0.08,0.1,1207.43,30.23,0.0,770.36,-2.17,13.0,3.0,12.0,20.0,30.0
66038,150.3,-0.16,1.77,1.91,0.02,0.02,0.02,0.07,1219.67,30.23,0.0,770.73,-2.33,13.0,3.0,12.0,20.0,30.0
66039,150.4,-0.18,2.01,1.89,0.02,0.07,0.09,0.18,1214.87,30.22,0.0,771.77,-2.69,13.0,3.0,12.0,20.0,30.0
66040,150.5,-0.19,2.0,1.95,0.1,0.08,0.01,0.05,1182.35,30.22,0.0,771.83,-2.83,13.0,3.0,12.0,20.0,30.0
66041,150.6,-0.15,1.76,1.91,0.03,0.02,-0.04,0.07,1192.4,30.24,0.0,771.19,-2.46,13.0,3.0,12.0,20.0,30.0
66042,150.7,-0.2,2.07,1.89,0.03,0.07,0.05,0.11,1178.2,30.24,0.0,770.41,-2.36,13.0,3.0,12.0,20.0,30.0
66043,150.8,-0.17,2.06,1.94,0.08,0.07,0.05,0.08,1180.91,30.23,0.0,772.01,-2.48,13.0,3.0,12.0,20.0,30.0
66044,150.9,-0.15,1.89,1.92,0.01,0.01,0.02,0.09,1192.61,30.26,0.0,771.07,-2.91,13.0,3.0,12.0,20.0,30.0
66045,151.0,-0.19,1.97,1.89,0.03,0.07,0.04,0.11,1177.76,30.26,0.0,771.79,-2.49,13.0,3.0,12.0,20.0,30.0
66046,151.1,-0.19,2.1,1.95,0.08,0.07,-0.0,0.1,1184.28,30.19,0.0,771.2,-2.4,13.0,3.0,12.0,20.0,30.0
66047,151.2,-0.15,1.96,1.92,0.01,0.02,-0.02,0.07,1191.36,30.18,0.0,771.35,-2.28,13.0,3.0,12.0,20.0,30.0
66048,151.3,-0.21,1.62,1.89,0.03,0.07,0.07,0.11,1174.81,30.2,0.0,771.07,-2.78,13.0,3.0,12.0,20.0,30.0
66049,151.4,-0.17,1.81,1.93,0.08,0.07,0.04,0.1,1184.78,30.21,0.0,771.16,-2.81,13.0,3.0,12.0,20.0,30.0
66050,151.5,-0.12,2.19,1.91,0.01,0.02,0.01,0.1,1192.89,30.22,0.0,771.29,-2.76,13.0,3.0,12.0,20.0,30.0
66051,151.6,-0.23,1.71,1.88,0.03,0.1,0.11,0.09,1178.35,30.22,0.0,771.37,-2.22,13.0,3.0,12.0,20.0,30.0
66052,151.7,-0.16,1.86,1.93,0.09,0.06,0.03,0.07,1183.92,30.2,0.0,772.36,-2.53,13.0,3.0,12.0,20.0,30.0
66053,151.8,-0.11,2.17,1.91,0.01,0.02,-0.02,0.05,1192.43,30.21,0.0,770.96,-2.79,13.0,3.0,12.0,20.0,30.0
66054,151.9,-0.24,1.78,1.9,0.04,0.07,0.09,0.12,1177.73,30.21,0.0,771.54,-3.03,13.0,3.0,12.0,20.0,30.0
66055,152.0,-0.16,1.76,1.93,0.08,0.06,0.05,0.05,1210.61,30.21,0.0,772.11,-2.33,13.0,3.0,12.0,20.0,30.0
66056,152.1,-0.1,2.03,1.92,0.0,0.02,-0.0,0.11,1203.85,30.23,0.0,772.0,-2.38,13.0,3.0,12.0,20.0,30.0
66057,152.2,-0.24,1.95,1.88,0.03,0.07,0.1,0.14,1197.22,30.22,0.0,771.47,-2.56,13.0,3.0,12.0,20.0,30.0
66058,152.3,-0.16,1.88,1.94,0.08,0.08,0.0,0.05,1212.0,30.19,0.0,771.89,-2.91,13.0,3.0,12.0,20.0,30.0
66059,152.4,-0.1,2.04,1.91,0.01,0.01,-0.01,0.12,1203.05,30.18,0.0,770.75,-2.54,13.0,3.0,12.0,20.0,30.0
66060,152.5,-0.25,1.95,1.89,0.05,0.07,0.03,0.12,1200.7,30.16,0.0,771.52,-2.3,13.0,3.0,12.0,20.0,30.0
66061,152.6,-0.17,1.94,1.93,0.09,0.07,-0.02,0.03,1210.89,30.17,0.0,772.13,-2.28,13.0,3.0,12.0,20.0,30.0
66062,152.7,-0.1,1.79,1.9,0.01,0.02,0.02,0.08,1204.85,30.18,0.0,771.82,-2.78,13.0,3.0,12.0,20.0,30.0
66063,152.8,-0.25,1.99,1.89,0.04,0.07,0.11,0.12,1200.19,30.21,0.0,772.3,-2.86,13.0,3.0,12.0,20.0,30.0
66064,152.9,-0.16,2.09,1.94,0.1,0.06,-0.0,0.06,1211.81,30.2,0.0,771.43,-2.48,13.0,3.0,12.0,20.0,30.0
66065,153.0,-0.1,1.72,1.92,0.01,0.02,0.02,0.06,1205.19,30.2,0.0,771.72,-2.05,13.0,3.0,12.0,20.0,30.0
66066,153.1,-0.26,1.92,1.88,0.05,0.07,0.08,0.08,1200.9,30.17,0.0,771.3,-2.54,13.0,3.0,12.0,20.0,30.0
66067,153.2,-0.17,2.05,1.93,0.09,0.06,-0.0,0.03,1205.91,30.2,0.0,772.54,-2.83,13.0,3.0,12.0,20.0,30.0
66068,153.3,-0.12,1.77,1.89,0.0,0.02,0.0,0.07,1204.0,30.22,0.0,771.47,-2.88,13.0,3.0,12.0,20.0,30.0
66069,153.4,-0.26,1.94,1.88,0.06,0.08,0.05,0.12,1198.17,30.22,0.0,772.11,-2.35,13.0,3.0,12.0,20.0,30.0
66070,153.5,-0.17,2.09,1.94,0.08,0.06,-0.02,0.02,1211.35,30.21,0.0,771.05,-2.24,13.0,3.0,12.0,20.0,30.0
66071,153.6,-0.11,1.78,1.89,0.01,0.03,0.03,0.08,1203.75,30.21,0.0,771.7,-2.32,13.0,3.0,12.0,20.0,30.0
66072,153.7,-0.26,2.06,1.9,0.04,0.07,0.06,0.1,1199.96,30.14,0.0,772.75,-2.8,13.0,3.0,12.0,20.0,30.0
66073,153.8,-0.19,2.0,1.95,0.08,0.06,-0.0,0.04,1210.87,30.16,0.0,772.73,-2.53,13.0,3.0,12.0,20.0,30.0
66074,153.9,-0.1,1.85,1.91,0.01,0.02,0.01,0.08,1205.17,30.17,0.0,771.91,-2.47,13.0,3.0,12.0,20.0,30.0
66075,154.0,-0.26,1.96,1.89,0.05,0.08,0.05,0.1,1200.5,30.19,0.0,771.01,-2.5,13.0,3.0,12.0,20.0,30.0
66076,154.1,-0.19,1.94,1.95,0.08,0.06,0.01,-0.0,1205.96,30.17,0.0,771.26,-2.88,13.0,3.0,12.0,20.0,30.0
66077,154.2,-0.08,1.97,1.91,0.01,0.02,-0.01,0.04,1204.02,30.19,0.0,771.79,-2.66,13.0,3.0,12.0,20.0,30.0
66078,154.3,-0.27,1.88,1.89,0.06,0.09,0.06,0.08,1198.2,30.18,0.0,772.39,-2.33,13.0,3.0,12.0,20.0,30.0
66079,154.4,-0.2,1.93,1.94,0.09,0.06,0.0,0.05,1211.62,30.18,0.0,772.44,-2.24,13.0,3.0,12.0,20.0,30.0
66080,154.5,-0.09,2.12,1.9,0.03,0.02,-0.0,0.08,1203.02,30.19,0.0,770.99,-2.57,13.0,3.0,12.0,20.0,30.0
66081,154.6,-0.28,1.78,1.92,0.05,0.08,0.03,0.09,1197.94,30.19,0.0,771.95,-2.75,13.0,3.0,12.0,20.0,30.0
66082,154.7,-0.19,1.75,1.93,0.07,0.05,-0.02,0.07,1205.79,30.18,0.0,771.86,-2.58,13.0,3.0,12.0,20.0,30.0
66083,154.8,-0.1,2.17,1.9,0.01,0.01,0.01,0.08,1197.64,30.13,0.0,772.78,-2.22,13.0,3.0,12.0,20.0,30.0
66084,154.9,-0.29,1.77,1.89,0.07,0.08,0.07,0.11,1196.83,30.14,0.0,775.08,-2.34,13.0,3.0,12.0,20.0,30.0
66085,155.0,-0.19,1.79,1.93,0.07,0.05,-0.0,0.03,1206.2,30.13,0.0,777.57,-2.75,13.0,3.0,12.0,20.0,30.0
66086,155.1,-0.1,2.26,1.89,-0.0,0.02,0.02,0.1,1209.93,30.13,0.0,779.3,-2.78,13.0,3.0,12.0,20.0,30.0
66087,155.2,-0.28,2.26,1.91,0.06,0.08,0.08,0.1,1229.96,30.13,0.0,781.38,-2.46,13.0,3.0,12.0,20.0,30.0
66088,155.3,-0.2,2.24,2.01,0.07,0.04,-0.03,0.06,1232.44,30.17,0.0,782.97,-2.21,13.0,3.0,12.0,20.0,30.0
66089,155.4,-0.22,2.01,2.04,0.01,0.02,-0.03,0.08,1270.1,30.16,0.0,785.15,-2.58,13.0,3.0,12.0,20.0,30.0
66090,155.5,-0.21,2.11,2.07,0.05,0.09,0.07,0.11,1305.42,30.16,0.0,784.49,-2.71,13.0,3.0,12.0,20.0,30.0
66091,155.6,-0.1,2.24,2.17,0.08,0.04,-0.02,0.09,1300.89,30.15,0.0,785.48,-2.67,13.0,3.0,12.0,20.0,30.0
66092,155.7,-0.16,2.55,2.16,0.01,0.02,-0.02,0.13,1317.24,30.15,0.0,787.86,-2.35,13.0,3.0,12.0,20.0,30.0
66093,155.8,-0.24,2.56,2.22,0.06,0.1,0.07,0.1,1327.65,30.12,0.0,787.79,-2.42,13.0,3.0,12.0,20.0,30.0
66094,155.9,-0.2,2.42,2.34,0.07,0.05,-0.02,0.04,1344.2,30.15,0.0,791.16,-2.55,13.0,3.0,12.0,20.0,30.0
66095,156.0,-0.21,2.58,2.34,0.0,0.04,0.05,0.12,1358.58,30.12,0.0,793.4,-2.81,13.0,3.0,12.0,20.0,30.0
66096,156.1,-0.29,2.39,2.4,0.06,0.08,0.03,0.1,1392.25,30.14,0.0,797.54,-2.22,13.0,3.0,12.0,20.0,30.0
66097,156.2,-0.26,2.43,2.52,0.07,0.04,-0.02,0.05,1396.01,30.14,0.0,799.6,-2.22,13.0,3.0,12.0,20.0,30.0
66098,156.3,-0.22,2.92,2.52,-0.0,0.03,0.07,0.1,1420.44,30.12,0.0,801.52,-2.28,13.0,3.0,12.0,20.0,30.0
66099,156.4,-0.3,2.54,2.59,0.06,0.09,0.05,0.17,1433.57,30.11,0.0,803.16,-2.86,13.0,3.0,12.0,20.0,30.0
66100,156.5,-0.22,3.05,2.71,0.07,0.03,0.06,0.07,1459.55,30.14,0.0,804.21,-2.66,13.0,3.0,12.0,20.0,30.0
66101,156.6,-0.21,3.01,2.73,0.0,0.04,0.05,0.14,1472.77,30.13,0.0,804.43,-2.35,13.0,3.0,12.0,20.0,30.0
66102,156.7,-0.32,3.14,2.79,0.06,0.08,0.1,0.14,1504.78,30.1,0.0,807.1,-2.36,13.0,3.0,12.0,20.0,30.0
66103,156.8,-0.31,3.15,2.92,0.06,0.05,0.01,0.08,1512.39,30.14,0.0,808.99,-2.61,13.0,3.0,12.0,20.0,30.0
66104,156.9,-0.29,3.02,2.89,-0.0,0.04,0.03,0.17,1509.94,30.14,0.0,812.41,-2.87,13.0,3.0,12.0,20.0,30.0
66105,157.0,-0.26,3.0,2.93,0.06,0.08,0.02,0.16,1497.88,30.14,0.0,815.16,-2.53,13.0,3.0,12.0,20.0,30.0
66106,157.1,-0.24,3.38,2.98,0.06,0.04,-0.02,0.12,1486.64,30.16,0.0,818.56,-2.02,13.0,3.0,12.0,20.0,30.0
66107,157.2,-0.24,3.26,2.93,0.01,0.03,0.02,0.12,1491.39,30.1,0.0,821.89,-2.39,13.0,3.0,12.0,20.0,30.0
66108,157.3,-0.31,3.03,2.96,0.07,0.08,0.06,0.15,1507.75,30.11,0.0,825.48,-2.84,13.0,3.0,12.0,20.0,30.0
66109,157.4,-0.3,3.0,3.01,0.06,0.04,-0.04,0.09,1513.96,30.1,0.0,829.48,-2.95,13.0,3.0,12.0,20.0,30.0
66110,157.5,-0.22,3.0,2.94,-0.0,0.03,0.05,0.18,1513.58,30.1,0.0,828.37,-2.3,13.0,3.0,12.0,20.0,30.0
66111,157.6,-0.23,3.15,2.97,0.07,0.08,0.02,0.13,1497.33,30.1,0.0,827.59,-2.31,13.0,3.0,12.0,20.0,30.0
66112,157.7,-0.22,3.12,3.01,0.06,0.04,-0.05,0.12,1484.24,30.1,0.0,831.6,-2.61,13.0,3.0,12.0,20.0,30.0
66113,157.8,-0.25,2.88,2.96,0.0,0.04,0.01,0.16,1490.31,30.12,0.0,833.49,-2.88,13.0,3.0,12.0,20.0,30.0
66114,157.9,-0.35,2.91,2.97,0.07,0.08,0.11,0.13,1505.78,30.09,0.0,841.72,-2.59,13.0,3.0,12.0,20.0,30.0
66115,158.0,-0.33,3.07,3.01,0.05,0.04,-0.01,0.09,1513.64,30.12,0.0,849.97,-2.21,13.0,3.0,12.0,20.0,30.0
66116,158.1,-0.22,2.79,2.96,0.01,0.03,0.0,0.09,1511.09,30.1,0.0,856.56,-2.31,13.0,3.0,12.0,20.0,30.0
66117,158.2,-0.22,2.93,2.97,0.07,0.07,0.08,0.13,1497.99,30.12,0.0,862.93,-2.68,13.0,3.0,12.0,20.0,30.0
66118,158.3,-0.24,2.95,3.0,0.05,0.04,0.02,0.1,1485.48,30.12,0.0,870.46,-2.85,13.0,3.0,12.0,20.0,30.0
66119,158.4,-0.28,2.88,2.95,0.0,0.02,0.05,0.14,1492.72,30.14,0.0,876.07,-2.59,13.0,3.0,12.0,20.0,30.0
66120,158.5,-0.3,2.88,2.97,0.07,0.08,0.03,0.15,1506.13,30.13,0.0,876.78,-2.45,13.0,3.0,12.0,20.0,30.0
66121,158.6,-0.29,2.87,3.02,0.06,0.03,-0.09,0.05,1515.83,30.08,0.0,877.42,-2.56,13.0,3.0,12.0,20.0,30.0
66122,158.7,-0.2,2.68,2.94,-0.0,0.03,0.06,0.14,1510.93,30.09,0.0,882.44,-2.85,13.0,3.0,12.0,20.0,30.0
66123,158.8,-0.21,2.83,2.98,0.07,0.08,-0.01,0.1,1495.63,30.11,0.0,885.92,-2.72,13.0,3.0,12.0,20.0,30.0
66124,158.9,-0.23,3.0,3.01,0.05,0.04,0.01,0.05,1486.33,30.1,0.0,894.84,-2.21,13.0,3.0,12.0,20.0,30.0
66125,159.0,-0.28,2.97,2.97,0.01,0.04,0.05,0.11,1494.14,30.09,0.0,903.19,-2.17,13.0,3.0,12.0,20.0,30.0
66126,159.1,-0.31,3.08,2.99,0.08,0.08,0.04,0.09,1506.48,30.07,0.0,912.27,-2.6,13.0,3.0,12.0,20.0,30.0
66127,159.2,-0.27,3.25,3.01,0.05,0.04,-0.05,0.02,1512.98,30.09,0.0,919.65,-2.83,13.0,3.0,12.0,20.0,30.0
66128,159.3,-0.22,3.17,2.95,-0.01,0.04,0.03,0.11,1511.13,30.13,0.0,926.4,-2.69,13.0,3.0,12.0,20.0,30.0
66129,159.4,-0.22,3.19,2.98,0.08,0.07,-0.04,0.12,1496.35,30.17,0.0,934.45,-2.18,13.0,3.0,12.0,20.0,30.0
66130,159.5,-0.25,3.34,3.0,0.06,0.03,-0.07,0.07,1485.2,30.16,0.0,933.19,-2.39,13.0,3.0,12.0,20.0,30.0
66131,159.6,-0.27,3.13,2.96,-0.0,0.04,0.09,0.13,1492.67,30.16,0.0,935.94,-2.74,13.0,3.0,12.0,20.0,30.0
66132,159.7,-0.3,2.94,2.98,0.1,0.08,0.02,0.12,1505.97,30.17,0.0,941.62,-2.86,13.0,3.0,12.0,20.0,30.0
66133,159.8,-0.25,3.36,3.02,0.06,0.03,-0.06,0.05,1514.27,30.16,0.0,945.79,-2.37,13.0,3.0,12.0,20.0,30.0
66134,159.9,-0.23,3.19,2.96,0.02,0.04,-0.03,0.09,1513.3,30.17,0.0,953.58,-2.26,13.0,3.0,12.0,20.0,30.0
66135,160.0,-0.24,3.17,3.0,0.08,0.08,0.08,0.11,1497.1,30.17,0.0,961.55,-2.41,13.0,3.0,12.0,20.0,30.0
66136,160.1,-0.26,3.1,3.03,0.05,0.04,-0.02,0.03,1484.44,30.16,0.0,968.79,-2.86,13.0,3.0,12.0,20.0,30.0
